accuracy,precision,recall,f1,fpr,fnr,model,oversample,applicable,n_features,attack,asr,family,epsilon,iters,confidence,n_train,n_categorical_selected,categorical_selected,resampled,seed
0.7799284512781635,0.9465747018938508,0.7541680896643795,0.8394878263724491,0.1371,0.2458319103356205,LR,smotenc,True,,FGSM_eps0.15,0.1419365538155369,FGSM,0.15,1.0,,257668.0,2.0,proto;conn_state,True,42
0.7186855883816248,0.9101286757290952,0.7005184886211928,0.7916842105263158,0.2228,0.2994815113788072,SVM,smotenc,True,,FGSM_eps0.15,0.2108791963799189,FGSM,0.15,1.0,,257668.0,2.0,proto;conn_state,True,42
0.0981307304129451,0.0595488721804511,0.0122947002390636,0.0203813788311588,0.6254,0.9877052997609364,RF,smotenc,True,,FGSM_eps0.15,0.9012769788433748,FGSM,0.15,1.0,,257668.0,2.0,proto;conn_state,True,42
0.0528323343362789,0.129293893129771,0.0420689869291191,0.0634823959333786,0.9125,0.9579310130708808,MLP,smotenc,True,,FGSM_eps0.15,0.9461252339548436,FGSM,0.15,1.0,,257668.0,2.0,proto;conn_state,True,42
0.6958705489350613,0.9069747899159664,0.6701853519202707,0.7708046921030549,0.2214,0.3298146480797292,LR,smotenc,True,,FGSM_eps0.3,0.2319173635954417,FGSM,0.3,1.0,,257668.0,2.0,proto;conn_state,True,42
0.5351228411002393,0.7829175095527084,0.5407184327361918,0.6396591618613876,0.4829,0.4592815672638082,SVM,smotenc,True,,FGSM_eps0.3,0.399796251984174,FGSM,0.3,1.0,,257668.0,2.0,proto;conn_state,True,42
0.1325783600653889,0.2239909751817498,0.0554813871899158,0.0889342324632343,0.6191,0.944518612810084,RF,smotenc,True,,FGSM_eps0.3,0.8667819659314364,FGSM,0.3,1.0,,257668.0,2.0,proto;conn_state,True,42
0.0398730128645549,0.1235629582692133,0.0423794591573783,0.0631126317736267,0.9682,0.9576205408426216,MLP,smotenc,True,,FGSM_eps0.3,0.9590845554265678,FGSM,0.3,1.0,,257668.0,2.0,proto;conn_state,True,42
0.5408562154990642,0.8332380902904047,0.4979664069049023,0.6233821757549847,0.321,0.5020335930950977,LR,smotenc,True,,FGSM_eps0.5,0.3905802080125092,FGSM,0.5,1.0,,257668.0,2.0,proto;conn_state,True,42
0.3902722168257954,0.6569821021487122,0.4205346331770623,0.5128156589558173,0.7072,0.5794653668229377,SVM,smotenc,True,,FGSM_eps0.5,0.5468501978251084,FGSM,0.5,1.0,,257668.0,2.0,proto;conn_state,True,42
0.1548721836575138,0.2945782417843161,0.0770902542767549,0.1222008957133717,0.5946,0.922909745723245,RF,smotenc,True,,FGSM_eps0.5,0.8444407590798171,FGSM,0.5,1.0,,257668.0,2.0,proto;conn_state,True,42
0.0380487573740197,0.1247988557124977,0.0433419230649818,0.0643392095863578,0.979,0.956658076935018,MLP,smotenc,True,,FGSM_eps0.5,0.9608377360278614,FGSM,0.5,1.0,,257668.0,2.0,proto;conn_state,True,42
0.4522495202444976,0.7198490639059552,0.4619826756496631,0.5627836611195158,0.5791,0.5380173243503369,LR,smotenc,True,,FGSM_eps0.75,0.4820772820962354,FGSM,0.75,1.0,,257668.0,2.0,proto;conn_state,True,42
0.3502096709232628,0.6073641670408622,0.4199447359433698,0.4965583068705372,0.8744,0.5800552640566301,SVM,smotenc,True,,FGSM_eps0.75,0.5871733516548603,FGSM,0.75,1.0,,257668.0,2.0,proto;conn_state,True,42
0.1946978132625743,0.4266666666666667,0.16094880312956,0.2337293446651187,0.6966,0.8390511968704399,RF,smotenc,True,,FGSM_eps0.75,0.8046625127342509,FGSM,0.75,1.0,,257668.0,2.0,proto;conn_state,True,42
0.0375275415195811,0.123344074471894,0.0427830730541153,0.0635301168714414,0.9794,0.9572169269458848,MLP,smotenc,True,,FGSM_eps0.75,0.9612641853633112,FGSM,0.75,1.0,,257668.0,2.0,proto;conn_state,True,42
0.9031486175934044,0.957653874947108,0.913471389984166,0.9350409966312846,0.1301,0.086528610015834,LR,smotenc,True,,PGD_eps0.15_it10,0.0158260086711364,PGD,0.15,10.0,,257668.0,2.0,proto;conn_state,True,42
0.8896680802672415,0.956763925729443,0.8958986618646962,0.9253314948131284,0.1304,0.1041013381353038,SVM,smotenc,True,,PGD_eps0.15_it10,0.0314624843042952,PGD,0.15,10.0,,257668.0,2.0,proto;conn_state,True,42
0.1335971001445189,0.1390498261877172,0.0260796671737713,0.0439215686274509,0.5201,0.9739203328262288,RF,smotenc,True,,PGD_eps0.15_it10,0.8657632258523064,PGD,0.15,10.0,,257668.0,2.0,proto;conn_state,True,42
0.0532114004122343,0.1302689300019073,0.0424105063802042,0.0639887574657454,0.912,0.9575894936197956,MLP,smotenc,True,,PGD_eps0.15_it10,0.9457461678788884,PGD,0.15,10.0,,257668.0,2.0,proto;conn_state,True,42
0.902793243147196,0.9577524429967428,0.9128814927504736,0.9347788074838258,0.1297,0.0871185072495265,LR,smotenc,True,,PGD_eps0.15_it25,0.0162524580065862,PGD,0.15,25.0,,257668.0,2.0,proto;conn_state,True,42
