accuracy,precision,recall,f1,fpr,fnr,model,config,attack,asr,best_params,family,epsilon,iters,confidence,n_samples,n_eligible,mean_l2,median_queries_success,query_budget_exhausted,numerical_stagnation,elapsed_s,seed
0.2184605178990262,0.3915947676036738,0.0436834425160669,0.0785989609519021,0.2186,0.9563165574839332,RF,as_submitted,PGD_eps0.3_it25,0.7807102750598214,{'n_estimators': 50},PGD,0.3,25.0,,,,,,,,,42
0.2551351607477078,0.7363245236631838,0.03719457294545,0.0708121527367301,0.0429,0.96280542705455,RF,as_submitted,PGD_eps0.5_it10,0.743940865692151,{'n_estimators': 50},PGD,0.5,10.0,,,,,,,,,42
0.2583572223933284,0.7620150550086856,0.0408581452389083,0.0775577557755775,0.0411,0.9591418547610916,RF,as_submitted,PGD_eps0.5_it25,0.7406951124167831,{'n_estimators': 50},PGD,0.5,25.0,,,,,,,,,42
0.2588310549882726,0.7801332525741974,0.0399888229997826,0.0760779681039574,0.0363,0.9600111770002172,RF,as_submitted,PGD_eps0.75_it10,0.7402449714515862,{'n_estimators': 50},PGD,0.75,10.0,,,,,,,,,42
0.2411807908266009,0.5405405405405406,0.0372566673911018,0.0697086758256121,0.102,0.962743332608898,RF,as_submitted,PGD_eps0.75_it25,0.7578478523537634,{'n_estimators': 50},PGD,0.75,25.0,,,,,,,,,42
0.237698121253761,0.50229134842383,0.1122978049613462,0.1835574727226592,0.3584,0.8877021950386538,RF,as_submitted,CW_c0.0_it10,0.7616622047430642,{'n_estimators': 50},CW,,10.0,0.0,,,,,,,,42
0.2175602359686322,0.4372407435858043,0.0883603961625632,0.1470117258122837,0.3663,0.9116396038374368,RF,as_submitted,CW_c0.5_it10,0.7817290151389514,{'n_estimators': 50},CW,,10.0,0.5,,,,,,,,42
0.0,0.0,0.0,0.0,1.0,1.0,RF,as_submitted,HopSkipJump_direct,1.0,{'n_estimators': 50},,,,,100.0,100.0,0.620176374912262,563.0,0.0,0.0,24.26811552047729,42
0.9028169347769434,0.967375037413948,0.9031016175603092,0.934134044124731,0.0981,0.0968983824396907,LR,tuned,clean,0.0,"{'class_weight': None, 'C': 1.0}",,,,,,,,,,,,7
0.575303845151508,0.7555006976494579,0.6556242044149151,0.7020279255319148,0.6834,0.3443757955850849,LR,tuned,FGSM_eps0.15,0.3608945959392546,"{'class_weight': None, 'C': 1.0}",FGSM,0.15,1.0,,,,,,,,,7
0.1400649150655073,0.3227540756156781,0.1155577633580676,0.1701835806222994,0.781,0.8844422366419323,LR,tuned,FGSM_eps0.3,0.7994977374493591,"{'class_weight': None, 'C': 1.0}",FGSM,0.3,1.0,,,,,,,,,7
0.0859295410931317,0.1817001298571571,0.0564748983203452,0.0861676930364756,0.8192,0.9435251016796548,LR,tuned,FGSM_eps0.5,0.8539884858679428,"{'class_weight': None, 'C': 1.0}",FGSM,0.5,1.0,,,,,,,,,7
0.0584472505863678,0.1623487225459435,0.0562265205377379,0.0835255050272115,0.9344,0.943773479462262,LR,tuned,FGSM_eps0.75,0.8815181596342012,"{'class_weight': None, 'C': 1.0}",FGSM,0.75,1.0,,,,,,,,,7
0.5531284797081191,0.8132657372201099,0.5378931354590332,0.6475183136492749,0.3978,0.4621068645409668,LR,tuned,PGD_eps0.15_it10,0.3766732213508967,"{'class_weight': None, 'C': 1.0}",PGD,0.15,10.0,,,,,,,,,7
