model,defense_attack,eval_attack,family,accuracy_mean,accuracy_std,adv_train_s_mean,adv_train_s_std,confidence_mean,confidence_std,epsilon_mean,epsilon_std,f1_mean,f1_std,fnr_mean,fnr_std,fpr_mean,fpr_std,iters_mean,iters_std,precision_mean,precision_std,ratio_mean,ratio_std,recall_mean,recall_std,retrain_s_mean,retrain_s_std
LR,FGSM,PGD_eps0.3_it25,PGD,0.7941600132673127,0.05250567381244757,,,,,0.3,0.0,0.850194599422581,0.04459264087417991,0.22478810270421307,0.07172763795920246,0.14481,0.047636107920124814,25.0,0.0,0.9454214214414524,0.0162084863356883,0.4,0.10540925533894598,0.7752118972957869,0.07172763795920244,0.49416227340698243,0.0703269380792107
LR,FGSM,PGD_eps0.5_it10,PGD,0.680416498850956,0.09822490711563094,,,,,0.5,0.0,0.7440054873748446,0.10865509866229389,0.36214412120835787,0.14212167687354663,0.1825,0.0972137050237488,10.0,0.0,0.9205189974708118,0.03137250986277266,0.4,0.10540925533894598,0.6378558787916421,0.1421216768735466,0.49416227340698243,0.0703269380792107
LR,FGSM,PGD_eps0.5_it25,PGD,0.6713497121466986,0.10333268291179937,,,,,0.5,0.0,0.7382519041855362,0.11023355633027974,0.3638889751311745,0.14554047004269313,0.21515,0.13636974452649758,25.0,0.0,0.9067337773367103,0.04382748184740837,0.4,0.10540925533894598,0.6361110248688255,0.1455404700426931,0.49416227340698243,0.0703269380792107
LR,FGSM,PGD_eps0.75_it10,PGD,0.6132033452581204,0.13866618806093567,,,,,0.75,0.0,0.6695707657455561,0.16761845622846008,0.4435344158465025,0.18553523463263785,0.20405,0.06674955264103105,10.0,0.0,0.888057736198886,0.05062742222682345,0.4,0.10540925533894598,0.5564655841534975,0.1855352346326378,0.49416227340698243,0.0703269380792107
LR,FGSM,PGD_eps0.75_it25,PGD,0.6009239735601412,0.11848115749704269,,,,,0.75,0.0,0.6658675872859778,0.15254733839548457,0.4402092582818467,0.17349945021286484,0.26659,0.14246625682361885,25.0,0.0,0.8693933314156327,0.0483977971284008,0.4,0.10540925533894598,0.5597907417181534,0.17349945021286484,0.49416227340698243,0.0703269380792107
LR,PGD,CW_c0.0_it10,CW,0.9037053708924636,0.0021992630783984157,,,0.0,0.0,,,0.9347763771956963,0.001530335216964956,0.09570616908317546,0.002418860063963216,0.09819,0.0049556813636247666,10.0,0.0,0.9673898612144795,0.0015957845905182806,0.4,0.10540925533894598,0.9042938309168245,0.002418860063963222,0.5237938642501831,0.05873716176892289
LR,PGD,CW_c0.5_it10,CW,0.9036129735364495,0.0022602637044997946,,,0.5,0.0,,,0.9347083588692018,0.001574928230930898,0.0958458815858921,0.002501628360315339,0.09813,0.005015985557306881,10.0,0.0,0.9674043134818412,0.0016157708906297454,0.4,0.10540925533894598,0.9041541184141078,0.0025016283603153415,0.5237938642501831,0.05873716176892289
LR,PGD,Clean,Clean,0.9044753488592481,0.0020239056099746237,,,,,0.0,0.0,0.9353165285502867,0.0013943922342778436,0.09492998851252751,0.0018022371320981611,0.09744,0.0036576252162054818,0.0,0.0,0.9676556075042125,0.0012133830779507198,0.4,0.10540925533894598,0.9050700114874723,0.0018022371320981574,0.5237938642501831,0.05873716176892289
LR,PGD,FGSM_eps0.15,FGSM,0.9015897083560379,0.006101787303155729,,,,,0.15,0.0,0.9337701206245084,0.004462068875404688,0.09048402620385601,0.013557288880662204,0.12394000000000001,0.0329467988665903,1.0,0.0,0.9596040068039425,0.009855627278955349,0.4,0.10540925533894598,0.909515973796144,0.01355728888066221,0.5237938642501831,0.05873716176892289
LR,PGD,FGSM_eps0.3,FGSM,0.8256888341349,0.06689995076235318,,,,,0.3,0.0,0.8763664129810648,0.054097976034946364,0.1754975317457853,0.08529561386078892,0.17049,0.1184306871831227,1.0,0.0,0.9410859970843732,0.036324144496549714,0.4,0.10540925533894598,0.8245024682542146,0.0852956138607889,0.5237938642501831,0.05873716176892289
